profile_id,product,period,quality_policy,active_binding_count,profile_eligibility,reason
intraday_research_v1,pf,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pf,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pg,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pk,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pl,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pm,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pm,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pm,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
